Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Nawras Seafood Restaurant,25,45,0,0,4.6
Ifthar,6,52,0,0,3.8
Dhe Puttu,9,40,0,1,4.4
Kashi Art Cafe,14,33,0,0,4.2
Grand Hotel Restaurant,22,27,0,0,4.2
Barbeque Nation,15,73,0,0,4.5
Chiyang,7,67,0,0,3.7
Slice of Spice,14,65,0,1,4.0
Mustake Multicuisine Restaurant,31,59,0,1,3.7
Palaaram,8,48,0,0,3.7
Tonico Cafe,11,52,0,0,4.0
Cafe 17,7,98,0,1,4.4
ChaiCofi,8,58,0,0,4.0
Bloomsbury's Boutique Cafe and Artisan Bakery,45,83,0,1,4.2
Paragon,7,86,0,0,4.3
Aangan - Downtown Multicuisine Restaurant,41,46,0,0,4.2
Ali Baba & 41 Dishes,20,64,0,0,3.5
Cocoa Tree,10,75,0,0,4.3
French Toast,12,79,0,0,4.3
Thakkaaram,10,46,0,0,3.6
Asia Kitchen by Mainland China,30,69,0,1,4.6
Hoppipola,9,69,0,1,4.2
Spice Kraft,11,82,0,0,4.8
Nawwarah,8,46,0,0,3.9
6 Ballygunge Place,18,40,1,1,4.4
Mumbai Local,12,62,1,0,4.2
Gabbar's Bar & Kitchen,22,52,1,0,4.4
TGI Friday's,12,44,1,1,4.0
Santa's Fantasea,16,62,0,0,4.2
India Restaurant,16,77,1,1,4.6
Flame & Grill,13,69,1,0,3.9
Barbeque Nation,15,62,0,0,4.9
Mocambo,7,42,0,1,3.5
BarBQ,5,35,0,1,4.2
Peter Cat,9,43,0,1,4.3
The Irish House,15,68,0,0,4.4
Barbeque Nation,15,53,0,0,4.9
Ocean Grill,11,78,1,0,3.6
Sigree Global Grill,19,70,1,0,4.1
What's Up,9,30,1,0,4.0
Grandson of Tunday Kababi,25,35,0,0,4.9
Frozen Factory,14,71,0,0,4.5
Mocha,5,94,0,0,4.6
Chemistry Caf��,15,61,0,0,3.5
Homeys Cafe,11,68,0,0,3.9
Percussion,10,76,0,0,3.7
The Urban Terrace,17,80,0,0,3.9
Free Spirit,11,114,0,0,4.3
Spice Caves,11,63,0,0,4.2
The Chocolate Heaven,20,72,0,0,4.1
The Pebbles Bistro,18,69,0,0,4.1
Underdoggs Sports Bar & Grill,29,57,0,0,4.3
Vintage Machine,15,41,0,0,4.3
Bar Bar,7,34,0,0,4.0
Dastarkhwan,11,61,0,0,4.4
The Cherry Tree Cafe,20,42,0,0,4.1
Royal Sky,9,75,0,0,4.2
L 14 - Renaissance Lucknow Hotel,32,72,0,0,4.2
Barbeque Nation,15,60,0,0,4.7
Colours by Royal Cafe - Royal Inn,33,71,0,0,4.2
Cappuccino Blast,16,44,0,0,4.0
Basant Restaurant,17,51,0,0,3.6
Hawai Adda,10,48,0,0,3.5
Indian Summer,13,39,0,0,4.1
Basant,6,37,0,0,3.9
Bistro 226,10,60,0,0,4.2
Mocha,5,57,0,0,3.7
Pirates Of Grill,16,66,0,0,3.9
Bistro Flamme Bois,18,48,0,0,4.1
Kitchen At 95 - Hyatt Regency,29,62,0,0,4.3
Domino's Pizza,14,44,0,0,3.6
Nando's,7,49,0,0,3.8
Belfrance Luxury Chocolates,27,45,0,0,4.4
Hot Breads,10,44,0,0,4.2
The Yellow Chilli,17,46,0,0,4.4
Spice Cube,10,57,0,0,3.5
Barbeque Nation,15,89,0,0,3.9
Nik Bakers,10,48,0,0,4.2
Aman Chicken,12,65,0,0,4.6
District 6,10,66,0,0,3.8
The BrewMaster - The Mix Fine Dine,34,48,0,0,3.9
#45,3,105,0,0,3.6
Crave Desserts & Bakes,22,35,0,0,3.9
Diesel Cafe,11,72,0,0,3.8
Froth On Top,12,57,0,0,3.7
Hao Ming,8,63,0,0,3.5
Kobe Sizzlers,13,76,0,0,3.7
Liquid Lounge,13,64,0,0,3.8
Maharaja Restaurant,19,83,0,0,3.6
Giri Manja's,12,77,0,0,4.2
Kabab Studio,12,74,0,0,3.5
Brio Cafe and Grill,19,83,0,0,3.6
Gajalee Sea Food,16,71,0,0,3.9
Smoke N Oven,12,55,0,0,3.5
Village Restaurant,18,39,0,0,3.7
Barbeque Nation,15,41,0,0,3.7
Machali,7,66,0,0,4.1
Punjab Da Pind,14,79,0,0,3.7
Sizzler's Ranch,15,62,0,0,3.8
Spindrift,9,43,0,0,3.9
Sagar Ratna,11,70,0,0,3.7
The Shooters Cafe,17,57,0,1,4.3
Joey's Pizza,12,75,0,0,4.0
Cafe Hydro,10,67,0,0,4.0
The American Joint,18,68,1,0,3.4
The Fusion Kitchen,18,103,1,1,4.7
145 Kala Ghoda,14,29,0,0,4.2
Tea Villa Cafe,14,43,1,1,4.1
Grandmama's Cafe,16,62,0,0,3.8
Mumbai Vibe,11,56,1,0,3.8
The Rolling Pin,15,68,0,1,3.9
Farzi Cafe,10,59,0,0,4.3
SpiceKlub,9,93,0,1,4.2
Tea Villa Cafe,14,105,1,0,3.9
Joey's Pizza,12,87,0,1,4.5
Stacks And Racks,16,76,0,0,4.6
The English Department Bar & Diner,34,63,1,0,3.9
Mirchi And Mime,15,74,0,0,4.9
38 Degree East,14,87,1,0,3.8
R' ADDA,7,55,0,0,4.0
Tea Villa Cafe,14,63,1,1,4.1
Tea Villa Cafe,14,97,1,1,3.6
Hotel RRR Mysore,16,34,0,0,3.4
Jalpaan Dining Saga,19,83,0,0,3.7
The Old House,13,54,0,0,3.9
Vinayaka Mylari,15,58,0,0,4.2
Empire Restaurant,17,69,0,0,3.7
Green Leaf,10,76,0,0,3.5
Pakva Lounge,12,62,0,0,3.7
Spring - Radisson Blu Plaza,27,51,0,0,3.8
Big Chicken,11,87,0,0,3.5
Barbeque Nation,15,74,0,0,4.0
Pizza Hut,9,93,0,0,4.0
Tandooriwala,12,58,0,0,3.5
Jungle The Restaurant,21,86,0,0,3.7
The Barge Restaurant,20,75,0,0,3.3
By The Way,10,87,0,0,3.6
Cafe Cornucopia,15,62,0,0,3.6
Mezzaluna,9,115,0,0,3.8
Nanking,7,85,0,0,3.7
Oyster Bay,10,54,0,0,3.6
Purple Haze,11,87,0,0,3.7
House of Caffeine,17,62,0,0,3.3
Hide Out The Street Cafe,24,54,0,0,3.8
Tapri The Chai Books Cafe,25,45,0,0,3.9
Eat Street Express,18,94,0,1,4.0
Zaikart,7,78,0,1,4.3
Cafe Zinea,10,36,0,1,3.7
Checker's,9,42,0,1,4.0
The B.A.W.A,11,41,0,1,4.2
FSB,3,73,0,0,4.3
NESCAF� Illusions,17,104,0,0,3.9
Nineties,8,42,0,1,3.9
Mocha,5,51,0,1,4.0
The Zuree Urban Kitchen,23,47,0,1,4.4
The Breakfast Story,19,73,0,0,4.5
Ten Downing Street Restaurant & Bar,35,62,0,0,4.0
Ashoka Restaurant,17,40,0,1,4.2
Barbeque Nation,15,58,0,0,4.9
KFC,3,84,0,1,2.2
Moksh The Restro Lounge,23,34,0,0,4.0
Mainland China,14,81,0,0,3.8
Divtya Budhlya Wada Restaurant,30,74,0,0,3.8
Spice Route,11,82,0,0,3.6
Veg Aroma,9,83,0,0,3.6
Eastern Spice,13,56,0,0,3.5
The Bake Studio,15,56,0,0,3.6
Barbeque Nation,15,122,0,0,3.8
Chai Tapri,10,62,0,0,3.4
Curry Leaves,12,49,0,0,3.4
Enter The Dragon,16,83,0,0,3.4
The Cafe Katta,14,55,0,0,3.3
White X Sky Lounge,18,83,0,0,3.4
12212,5,99,0,0,3.5
Al Arabian Express,18,36,0,0,3.7
RiverDine Restaurant & Bar,26,122,0,0,3.5
Barbeque Ville,14,83,0,0,3.8
Little Italy,12,68,0,0,3.0
Soma at Sula,12,68,0,0,3.3
Hotel Radhakrishna,18,52,0,0,3.5
Sadhana Restaurant,18,86,0,0,3.9
House Of Flavours,17,84,0,0,3.4
Food Cloud,10,21,0,0,0.0
Burger.in,9,43,0,1,3.2
Days of the Raj,15,52,1,1,3.4
Dilli Ka Dhaba,14,58,0,0,2.6
Govardhan,9,77,0,1,3.4
Mezbaan Grills,14,45,0,0,3.1
Say Cheese,10,24,0,1,2.7
Southy,6,24,0,1,2.6
Monosoz,7,38,0,1,3.7
Waves,5,42,1,1,3.5
Delhi Darbar,12,33,0,0,2.2
Chateau,7,38,1,0,4.0
Nariyal Cafe,12,33,1,0,4.2
Rustom's Parsi Bhonu,20,26,1,1,4.2
BarShala,8,66,0,0,3.2
Chawla's�_,10,52,1,1,3.4
Domino's Pizza,14,62,0,0,2.8
Sultanat,8,61,1,1,3.7
Bella Italia,12,55,0,0,3.2
Clever Fox Cafe,15,79,1,0,3.2
365 Naturals,12,55,0,0,0.0
Tpot,4,55,0,0,0.0
4 on 44 Restaurant & Bar,24,74,1,1,2.6
Rambhog,7,80,0,0,3.3
Selfie Lounge Restro & Bar,26,60,1,1,3.2
BTW,3,68,0,0,3.4
Chilli Pepper,13,65,1,1,3.3
Pizza Hut,9,58,0,1,2.6
Puri Bakers,11,59,0,0,3.7
Jaiveer Naan & Chaap,20,57,0,1,2.2
Aggarwal's Sweets Paradise,26,58,0,0,2.9
Bikaner Sweets,14,61,0,0,3.3
Cafe Coffee Day,15,66,0,0,3.2
Cakeophony By Sonali,20,20,0,0,3.4
Chandra Sweets,14,74,0,0,3.0
Chhotu Mashhoor Kathi Roll,26,57,0,0,2.7
Green Chick Chop,16,72,0,0,3.2
Lazeez Restaurant,17,67,0,1,3.0
Madhuvan Chinese Fast Food,26,78,0,1,2.5
Mr Wong,7,54,0,1,3.2
Mughlai Shahi Rasoi,19,48,0,0,3.2
Mumbai Central Street Food,26,71,0,0,3.1
Neha's Treat,12,48,0,0,2.9
New Bakers Shoppee,18,75,0,0,3.2
Pant  Ice Cream Parlour,23,44,0,0,3.3
PM 2 AM Food Bank,17,49,0,1,2.5
Punjabi Chaap Corner,20,52,0,0,2.9
Sartaj Food Corner,18,66,0,1,2.8
The Sugar Therapy,17,57,0,0,3.4
Biryani Binge,13,39,0,1,3.9
City of Joy,11,60,0,0,3.9
Letz Roll,9,73,0,0,3.6
Nukkad,6,49,0,1,3.6
#InstaFreeze,12,54,0,0,0.0
Aahar Meat and Chicken Shop,27,68,0,0,0.0
Food Cafe,9,87,0,0,0.0
Lazeez Restaurant,17,84,0,0,0.0
Lemon Chick,11,92,0,1,0.0
Punjabi Chaap Corner,20,81,0,0,0.0
Purani Dilli Foods,18,39,0,0,0.0
Tandoori Kebab,14,33,0,0,0.0
Shree Rathnam,13,53,0,1,2.4
Alaturka,8,60,0,1,2.5
Amici Gourmet Pizza,19,60,0,1,3.1
Burger King,11,49,0,1,3.2
Kylin Express,13,63,0,0,2.6
Big Fat Sandwich,16,50,1,1,3.5
Fashion Tv Cafe,15,53,1,0,3.6
Kylin Skybar,12,55,1,0,3.6
Lemon Drops,11,71,0,0,3.9
Punjabi By Nature Express,25,60,0,0,3.5
Red Mango,9,46,0,1,3.7
Starbucks,9,48,0,0,3.7
Peninsular Kitchen,18,46,1,1,4.2
Mithapur,8,69,0,0,3.4
Diggin,6,71,1,1,4.2
Aggarwal Sweet India,20,52,0,0,2.8
Banzara's,9,66,0,0,3.1
Bobby Tikki Wala,16,87,0,0,2.8
Chennai Junction,16,62,0,0,3.3
Chicken Bite,12,68,0,0,3.1
Chocolate Dreams,16,29,0,0,3.0
Dial n Dine,11,71,0,0,3.4
Fresh n Refresh,15,92,0,0,3.4
Garden Hut,10,89,0,0,3.1
Giani,5,89,0,1,3.3
Jugnu Gaming Zone and Cafe,26,83,0,0,2.9
Keventer's South Indian & Chinese Food,38,49,0,0,2.8
KTS,3,54,0,0,3.3
Mandarin,8,63,0,0,2.8
Penguin Bakers & Shakers,24,81,0,0,2.8
Rollmates,9,80,0,0,3.2
Tandoori Nights,15,66,0,0,3.0
Burger Dominion,15,80,0,1,3.6
Cafe Gainz,10,67,0,1,3.5
Chaskaa,7,76,0,1,3.5
Fabulous Cake Bites,19,57,0,1,3.6
Hangout - A House Of Kathis,27,66,0,0,3.7
Malais By Anands,16,72,0,0,3.7
Panchwati Rasoi,15,48,0,0,3.8
Sprinkles Cup & Cake,20,42,0,0,3.6
Target Ice Cream & Bakers,25,53,0,1,3.6
The Sweeet Jar,14,45,0,1,3.9
Amar Bakery,11,63,0,0,0.0
Cafe Brewbug,12,62,0,0,0.0
Chilll House Kafe,17,88,0,0,0.0
Cookie Shookie,14,41,0,0,0.0
Fabulous Cake,13,46,0,0,0.0
Jai Maa Shaarde Samose Wala,27,40,0,0,0.0
Madaan Confectionery,20,53,0,0,0.0
Magic Masala,12,52,0,0,0.0
Sikka Chinese Fast Food,23,74,0,0,0.0
Teedo's Cake Inn,16,47,0,0,0.0
Thalaiva Cafe,13,62,0,0,0.0
The Cake Affairs,16,71,0,0,0.0
Tulsi Ram Chinese Hut,21,84,0,0,0.0
V. K. Pasta,11,62,0,0,0.0
Xpert Bakers,12,52,0,0,0.0
Juniper Bar - Andaz Delhi,25,41,1,0,3.0
McDonald's,10,50,0,1,3.4
Pizza Hut Delivery,18,63,0,1,3.2
The Arena,9,47,1,0,3.4
Restaurant De Seoul,19,79,1,0,3.6
Taksim,6,50,1,0,3.9
Jom Jom Malay,13,59,0,0,4.4
Kofuku,6,70,0,1,4.0
The Sky High,12,82,0,0,4.1
Haldiram's,10,66,0,0,3.1
Jux Pux - The Dreamer's Cafe,28,58,0,0,3.1
Pizzaon,7,60,0,0,3.0
FFC Restaurant,14,46,0,0,0.0
"34, Chowringhee Lane",20,51,0,1,2.8
Aapni Dhani,11,67,0,0,2.8
Bengal Sweet Corner,19,50,0,0,2.8
Chicken Vicken,14,60,0,0,3.4
Cup-a-licious,13,30,0,0,3.2
Frontier,8,75,0,0,3.0
Metro Fast Food,15,63,0,0,2.7
Nagpal's,8,88,0,1,3.4
Nile Restro & Bar,17,61,1,0,2.7
Popular Chicken,15,82,0,0,3.0
Sardar A Pure Meat Shop,23,48,0,0,3.4
Shankar Fast Food,17,51,0,0,3.2
Singh's Zaika,13,93,0,0,3.0
The Mirch Masala,16,52,0,0,3.0
The Mirch Masala,16,66,0,0,3.2
Uncle Cake Shop,15,52,0,0,3.1
Kays Bar-Be-Que,15,54,0,1,3.5
Master Bakers,13,74,0,1,3.7
The Master's Fast Food Centre,29,54,0,0,3.5
6 Pack Momos,12,53,0,0,0.0
Al Noor Foods,13,43,0,0,0.0
Avon Kitchen,12,61,0,0,0.0
Bhasad Cafe,11,70,0,0,0.0
Bikaner Kesarvala,17,60,0,0,0.0
De Bone Chicken,15,74,0,0,0.0
Indian Fresh Meat Shop,22,61,0,0,0.0
JD's Food Court,15,70,0,0,0.0
Keventers,9,67,0,0,0.0
Malhotra Bakery,15,55,0,0,0.0
Matthi Wala,11,66,0,0,0.0
Nirula's Ice Cream,18,69,0,0,0.0
Punjabi Chaap Corner,20,86,0,1,0.0
Puran Dhaba,11,108,0,0,0.0
Rama Desi Ghee Meat Wala,24,46,0,0,0.0
VadaPav 'n' Frankie,19,53,0,0,0.0
Chhabra Sweets,14,50,0,0,2.4
Kanwarji's,10,38,0,1,2.9
Pizza Hut,9,37,0,1,3.4
Sagar Ratna,11,37,0,1,2.7
Smelling Salts,14,38,1,0,3.3
Wah Ji Wah,10,75,0,1,2.6
Wheelyz,7,38,0,1,2.5
Bell Pepperz,12,53,1,1,3.9
Bharat Sweets,13,37,0,0,3.5
Invitation,10,51,1,0,3.6
Mystique Melange,16,37,1,0,3.9
Pandit Ji Paranthe Wale,23,30,0,0,3.7
Raju Chat Palace,16,70,0,0,3.9
Seasonings - The Spice Mysteries,32,37,1,1,3.9
SGF - Spice Grill Flame,23,53,0,1,3.5
Apni Rasoi,10,55,0,0,3.0
Bablu Kabab Shop,16,68,0,0,3.1
Cake o' Cuisine,15,55,0,0,3.3
Domino's Pizza,14,79,0,0,3.2
Hunger Flames,13,65,0,0,3.4
Puran Chand Ambala Wale Di Hatti,32,50,0,0,3.3
The Cake Gallery,16,82,0,0,3.3
Bablu Chic Inn,14,60,0,0,3.6
Masala Basket,13,51,0,1,3.6
Udta Punjab,11,60,0,0,3.5
Munch Nation,12,77,0,1,4.0
Bengali Pastry Shop & Snack Bar,31,49,0,0,3.2
Bhimsain's Bengali Sweet House,30,49,0,1,3.4
Cafe Coffee Day,15,62,0,0,2.9
Colonel's Kababz,16,54,0,1,3.4
Faasos,6,62,0,1,2.8
Karachi Bakery,14,51,0,0,3.0
Nathu's Sweets,14,49,0,1,3.3
Sachdeva Confectioners,22,70,0,1,3.1
Bengali Sweet House,19,49,0,0,3.6
Bijoli Grill,12,56,1,0,3.7
Nathu's Pastry Shop,19,51,0,0,3.8
Balaji Dhaba,12,80,0,0,0.0
Bhagat Ji,9,24,0,0,0.0
Hangout Kathi Rolls,19,63,0,0,0.0
Makers & Bakers,15,51,0,0,0.0
Habibi Express,14,49,0,1,2.3
Cafe Coffee Day,15,48,0,0,3.2
China Town,10,65,0,0,2.9
Domino's Pizza,14,67,0,0,3.3
High Street Kitchen & Bar,25,46,1,0,2.9
Pizza Hut,9,46,0,1,3.1
Sugar & Spice - Le Marche,25,46,0,0,3.0
The Kathis,10,56,0,1,2.8
The Kylin Experience,20,46,0,1,3.3
Arabian Nites,13,46,0,1,3.5
Asia Kitchen,12,48,1,1,3.7
Dunkin' Donuts,14,57,0,1,3.7
Krips Restaurant,16,64,1,1,3.5
McDonald's,10,60,0,1,3.5
Yo! China,9,79,1,1,3.5
RPM,3,46,1,0,2.4
By The Way - Bellagio,21,91,1,1,2.9
Red - Bellagio,14,66,1,1,3.4
Soul Curry - Bellagio,21,68,1,1,3.6
Alpha 63,8,66,1,0,2.7
Bite-N-Sip,10,61,0,1,2.6
Lotus Garden,12,35,1,0,3.2
Meethas Sweets,14,55,0,0,2.8
Nirula's,8,77,0,1,2.5
Punjabi Tadka,13,56,0,0,2.8
Snack Bar,9,63,0,0,3.0
South Indian Food,17,56,0,0,3.1
Domino's Pizza,14,81,0,0,2.4
Southy,6,53,0,1,2.4
Coffee Shop - Centaur Hotel,27,39,0,0,0.0
Al Kuresh,9,61,0,1,3.3
Angan Bakery & Cafe,19,47,0,0,2.9
Bamboo Chopstix,15,55,0,0,2.7
Bawarchis,9,62,0,0,2.9
Bikanervala,11,58,0,0,3.4
Cafe Coffee Day,15,82,0,0,3.0
Chanakya Bar-Be-Que,19,50,1,0,3.2
Chattisgarh Bhawan,18,26,0,0,2.7
Chimney,7,62,1,0,2.9
China Town Sizzlers,19,64,0,0,3.4
Chinese Bite,12,60,0,0,2.8
Chinese Garden,14,56,1,0,3.2
Costa Coffee,12,35,0,0,3.0
Food Point,10,42,0,0,2.8
Ikko,4,58,1,0,2.9
Jammu And Kashmir House,23,41,0,0,2.9
Laguna,6,55,0,0,3.4
Momo Point,10,49,0,0,3.2
New Zaika,9,60,0,0,3.1
Organic Express,15,101,0,0,3.0
Tamil Nadu House Canteen,24,50,0,0,3.4
The Chocolate Avenue,20,63,0,0,3.4
Chimney Sizzlers,16,69,1,1,3.7
Gujarat Bhawan Restaurant,25,42,0,0,3.7
It��s Sinful,12,23,0,0,3.5
Jakoi,5,40,0,0,3.5
Arunachal Bhawan,16,62,0,0,0.0
Hotel New Tamil Nadu,20,49,0,0,0.0
Milan Food,10,76,0,0,0.0
Playboy Club,12,58,0,0,0.0
Moti Mahal Delux,16,80,1,0,2.4
The Treat,9,64,0,0,2.1
Break Fast Point,16,60,0,0,3.3
Breakfast Corner,16,62,0,0,3.1
Domino's Pizza,14,61,0,0,3.0
Frontier,8,46,0,0,3.2
Prince Cafe,11,40,0,0,2.9
Spicy Eleven,12,60,0,0,3.1
Vaishno Punjabi Dhaba,21,53,0,0,3.0
Adarsh Bhojnalaya,17,86,0,0,3.4
Al Haj Bakery,13,60,0,0,3.0
Anmol Chicken,13,99,0,0,3.1
Babu Ram Paranthe Wale,22,55,0,0,3.2
Bhaijaan Kababs,15,73,0,0,3.2
Bhikharam's,11,64,0,0,3.0
Bikanervala,11,57,0,0,2.8
Brijwasi Bhoj,13,51,0,0,3.1
Brijwasi Restaurant,19,51,0,0,3.2
Comesum,7,62,0,0,2.5
Inderpuri Restaurant,20,61,0,0,3.0
Kamdhenu Family Corner,22,50,0,0,2.8
Khalsa Hindu Hotel,18,61,0,0,2.9
Mahalaxmi Mishthan Bhandar,26,61,0,0,3.3
McDonald's,10,55,0,0,3.0
McDonald's,10,63,0,0,3.0
Natraj Cafe,11,82,0,0,3.4
Padam Chaat Corner,18,59,0,0,3.0
Pandit Ved Prakash Lemon Wale,29,44,0,0,3.2
Pt. Babu Ram Devi Dayal Paranthe Wale,37,50,0,0,3.0
Rabri Bhandar,13,71,0,0,3.2
Ram Parshad Makhan Lal,22,42,0,0,3.4
Rambhoj,7,64,0,0,2.9
Rehmatullah's Hotel,19,81,0,0,3.0
Sharma Bhojnalay,16,44,0,0,3.0
Shree Balaji Chaat Bhandar,26,69,0,0,3.2
Shri Duli Chand Naresh Gupta,28,60,0,0,3.4
Shri Hari Sharnam,17,55,0,0,3.1
Sindhi Chicken,14,50,0,0,2.9
Soni Bhojnalaya,15,57,0,0,3.0
Super Restaurant,16,53,0,0,2.9
Tiwari Ji Confectioner,22,49,0,0,3.1
Wah Ji Wah,10,65,0,0,2.8
Zaika Mughlai Foods,19,41,0,0,3.3
Al Yousuf,9,42,0,0,3.7
Amritsari Lassi Wala,20,51,0,0,3.8
Annapurna Bhandar,17,58,0,0,3.8
Bishan Swaroop Chaat Bhandar,28,51,0,0,3.7
Gole Hatti,10,61,0,0,3.8
Haldiram's,10,59,0,0,3.9
Kanwarji's,10,80,0,0,3.9
Kedarnath Prem Chand Halwai,27,73,0,0,3.7
Keventers,9,32,0,0,3.7
Khan Omelette Corner,20,76,0,0,3.6
Natraj Dahi Bhalle Wala,23,88,0,0,3.9
Old Famous Jalebi Wala,22,38,0,0,3.9
Pt. Gaya Prasad Shiv Charan Paranthe Wale,41,48,0,0,3.6
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,49,48,0,0,3.6
Shiv Misthan Bhandar,20,46,0,0,3.8
Special Jalebi Wala,19,47,0,0,3.5
Tewari Bros Confectioners,25,29,0,0,3.5
Annapurna Chaat & Sweets,24,51,0,0,0.0
Delhi-6 The Chicken Planet,26,70,0,0,0.0
Dessi Food,10,62,0,0,0.0
Foody Dragon,12,59,0,0,0.0
Grover Eating Point,19,48,0,0,0.0
Hotel 121 Shakahari,19,86,0,0,0.0
Lala Chaap Corner,17,79,0,0,0.0
Meghraj & Sons,14,51,0,0,0.0
Old Kheer Shop,14,60,0,0,0.0
Punjabi Chicken,15,54,0,0,0.0
Ratan Singh,11,77,0,0,0.0
Shri Bhujia Bhandar,19,41,0,0,0.0
Chaina Ram Sindhi Confectioners,31,47,0,0,4.2
Giani's di Hatti,16,64,0,0,4.3
Jung Bahadur Kachori Wala,25,70,0,1,4.1
Lakhori - Haveli Dharampura,27,81,0,0,4.4
Milk n More,11,29,0,0,3.1
Kuremal Mohan Lal Kulfi Wale,28,93,0,0,4.5
Hira Chaat Corner,17,45,0,0,3.6
Kuremal Mahavir Prasad Kulfi Wale,33,93,0,0,3.9
Shakahari Restaurant,20,31,0,0,3.6
Shri Gujrat Namkeen Bhandar,27,59,0,0,3.6
Standard Sweets,15,29,0,0,3.6
Sudarshan,9,48,0,0,3.7
Ustad Moinuddin Kebab,21,48,0,0,3.7
Ashok Chaat Corner,18,56,0,0,4.1
Jain Coffee House,17,54,0,0,4.1
Shyam Sweets,12,68,0,0,4.1
Spicy Food Court,16,70,0,1,2.7
Aristocrat Sweet Shop,21,46,0,0,3.1
Balluchi's - The Royal Cuisine,30,36,1,0,3.0
Bunty Dhaba,11,74,0,0,3.2
Gopal's Restaurant & Caterer's,30,56,0,0,2.7
Horn Please,11,61,1,1,3.0
Khatey Raho,11,47,0,0,3.3
Kolkata Biryani House,21,61,0,1,3.4
Kolkata Hot Kathi Roll,22,41,0,0,3.2
Madly Bangalee,14,46,0,0,2.7
Oh! China,9,72,0,1,2.9
Punjabi Zaika,13,42,0,1,2.9
Rabi Snacks Corner,18,42,0,0,3.4
Republic of Chicken,19,52,0,0,2.7
Roll n Roast,12,41,0,0,3.3
Roller's High,13,47,0,0,3.2
Royal Chick 'N',15,58,0,1,3.3
Royal Kolkata Biryani,21,42,0,0,2.7
Sameer's Restaurant,19,54,0,1,2.5
Sanjha Chulha,13,49,0,0,2.7
Shepherd's,10,45,0,0,3.1
Soya King,9,47,0,1,2.6
Tasty Tonight,13,28,0,0,3.1
The Mustard,11,43,0,1,2.9
Tibb's Frankie,14,45,0,0,3.2
Wazwaan Restaurant,18,33,1,0,3.2
Yummi Kolkataa,14,42,0,0,3.2
Annapurna Sweet House,21,46,0,0,3.7
Ashirbad,8,46,0,0,3.6
Chocolatiers - The Chocolate Boutique,37,45,0,1,3.8
Dadu Cutlet Shop,16,48,0,0,3.7
Dogs & Wiches,13,49,0,1,3.9
Maa Tara,8,52,0,1,3.6
My Spice Kitchen,16,42,0,1,3.5
The Singing Tree,16,38,0,0,3.7
Baba Chicken Ludhiana Wale,26,52,0,0,0.0
Bengal Snacks,13,47,0,0,0.0
Brownies & More,15,42,0,0,0.0
Cafe Coffee Day,15,47,0,0,0.0
Craving Cure,12,46,0,0,0.0
Cuisine,7,104,1,0,0.0
Food Nation,11,47,0,0,0.0
Kamala Fast Food & Chinese,26,43,0,0,0.0
Lokenath Sweets,15,42,0,0,0.0
Me and My Cake,14,28,0,0,0.0
Chulha Punjabi Da,17,49,0,1,2.4
Viva Hyderabad,14,63,0,1,2.3
Metro Grill,11,46,1,0,3.4
Cafe Cruise,11,64,1,1,2.8
Etal The Lounge Bar,19,61,1,0,3.2
"Game of Legends - Sports Bar, Grill, & Lounge",45,52,1,0,3.5
Al-raaya,8,40,0,1,3.1
Authentique Bites,17,38,0,0,3.2
Embassy,7,41,1,1,3.0
Narang's Bake 'n' Cake,22,53,0,0,3.0
New Darvesh,11,52,0,0,3.0
1UP,3,64,1,0,3.5
Gujarati Samaj Santushti,24,68,0,0,3.6
Hind Bakery & Chinese Fast Food,31,53,0,0,0.0
Hot Pot,7,60,0,0,0.0
Punjabi Flavour,15,39,0,0,0.0
Saras Fast Food Feast,21,55,0,0,0.0
Shama Chicken Corner,20,47,0,0,0.0
The Night Owl,13,22,0,0,0.0
Wimpy Sweets And Confectioners,30,52,0,0,0.0
Boa Village,11,39,1,0,4.0
Anand Ji Restaurant,19,51,0,0,3.1
Baskin Robbins,14,58,0,1,3.3
Bhoj Restaurant,15,51,0,0,2.8
Brijwasi Restaurant,19,51,0,0,2.8
Cafe Coffee Day - The Lounge,28,51,0,0,3.2
Cafe Coffee Day,15,51,0,0,2.9
Chaat Tadka,11,50,0,0,2.8
Chawla's Unique Chicken Corner,30,51,0,1,3.2
Dawat Khana,11,51,1,1,2.5
Eat n Joy,9,51,0,0,3.2
Khan Chicken Biryani,20,68,0,0,2.9
Kolkata Roll,12,47,0,0,2.8
R. Ahmad Food,13,47,0,0,3.0
Sab Ke Khatir,13,47,0,0,3.1
Bon Bon Pastry Shop,19,51,0,0,3.5
Moksha,6,50,1,1,3.7
Pebble Street,13,50,1,1,3.9
Kebab Gallery,13,56,0,0,0.0
Amber,5,32,1,1,2.6
Attitude Kitchen & Bar,22,46,1,0,2.9
Cafe Coffee Day,15,42,0,1,3.4
Castle 9,8,62,1,0,3.1
Costa Coffee,12,51,0,0,3.4
Delhi Darbar Dhaba,18,75,0,1,3.2
Garam Dharam,12,60,0,1,3.4
Gola Sizzlers,13,59,0,1,3.0
Indian Coffee House,19,56,0,0,3.3
My Bar Lounge & Restaurant,26,69,0,0,2.7
My Bar Square,13,62,0,0,2.5
Sagar Ratna,11,32,0,1,3.4
The Immigrant Cafe,18,57,1,0,3.2
